作者,分類,標題,時間,url
ultra120,情報,ntel曝光Elkhart Lake嵌入式並整合Gen11,Fri Mar 15 00:05:42 2019,https://www.ptt.cc/bbs/PC_Shopping/M.1552579550.A.CAF.html
